,date_change,time_change,price_change,date_open,time_open,price_open,time_close,date_close,price_close,volume
0,20160120,181500,3.2999999999999545,20160120.0,181400.0,906.0,20160728.0,20160728.0,1543.0,18.0
1,20160120,181600,0.3000000000000682,,,,,,,
2,20160120,181700,1.8999999999999773,,,,,,,
3,20160120,181800,-0.6000000000000227,,,,,,,
4,20160120,181900,-0.5,,,,,,,
5,20160120,182000,0.5,,,,,,,
6,20160120,182100,4.600000000000023,,,,,,,
7,20160120,182200,-5.5,,,,,,,
8,20160120,182300,0.10000000000002274,,,,,,,
9,20160120,182400,-1.1000000000000227,,,,,,,
10,20160120,182500,1.7999999999999545,,,,,,,
11,20160120,182600,1.3000000000000682,,,,,,,
12,20160120,182700,0.0,,,,,,,
13,20160120,182800,3.2999999999999545,,,,,,,
14,20160120,182900,0.5,,,,,,,
15,20160120,183000,-2.3999999999999773,,,,,,,
16,20160120,183100,1.0,,,,,,,
17,20160120,183200,0.0,,,,,,,
18,20160120,183300,0.5,,,,,,,
19,20160120,183400,0.5,,,,,,,
20,20160120,183500,0.39999999999997726,,,,,,,
21,20160120,183600,-2.1000000000000227,,,,,,,
22,20160120,183700,2.1000000000000227,,,,,,,
23,20160120,183800,0.0,,,,,,,
24,20160120,183900,3.3999999999999773,,,,,,,
25,20160120,184000,-3.3999999999999773,,,,,,,
26,20160120,184600,-3.3999999999999773,,,,,,,
27,20160121,100100,24.399999999999977,,,,,,,
28,20160121,100200,-6.5,,,,,,,
29,20160121,100300,0.3000000000000682,,,,,,,
30,20160121,100400,4.2999999999999545,,,,,,,
31,20160121,100500,10.5,,,,,,,
32,20160121,100600,-4.600000000000023,,,,,,,
33,20160121,100700,9.0,,,,,,,
34,20160121,100800,-2.8999999999999773,,,,,,,
35,20160121,100900,0.0,,,,,,,
36,20160121,101000,0.10000000000002274,,,,,,,
37,20160121,101100,-0.10000000000002274,,,,,,,
38,20160121,101200,-0.20000000000004547,,,,,,,
39,20160121,101300,0.0,,,,,,,
40,20160121,101400,0.3000000000000682,,,,,,,
41,20160121,101500,-2.8999999999999773,,,,,,,
42,20160121,101600,5.2999999999999545,,,,,,,
43,20160121,101700,0.0,,,,,,,
44,20160121,101800,-1.7000000000000455,,,,,,,
45,20160121,101900,0.0,,,,,,,
46,20160121,102000,-0.599999999999909,,,,,,,
47,20160121,102100,-0.40000000000009095,,,,,,,
48,20160121,102200,0.0,,,,,,,
49,20160121,102300,0.0,,,,,,,
50,20160121,102400,0.10000000000002274,,,,,,,
51,20160121,102500,0.0,,,,,,,
52,20160121,102600,1.0,,,,,,,
53,20160121,102700,0.3000000000000682,,,,,,,
54,20160121,102800,0.599999999999909,,,,,,,
55,20160121,102900,0.20000000000004547,,,,,,,
56,20160121,103000,0.5,,,,,,,
57,20160121,103100,3.2000000000000455,,,,,,,
58,20160121,103200,-3.6000000000000227,,,,,,,
59,20160121,103300,0.1999999999999318,,,,,,,
60,20160121,103400,-0.5,,,,,,,
61,20160121,103500,2.0,,,,,,,
62,20160121,103600,-2.599999999999909,,,,,,,
63,20160121,103700,0.0,,,,,,,
64,20160121,103800,0.09999999999990905,,,,,,,
65,20160121,103900,-0.1999999999999318,,,,,,,
66,20160121,104000,0.0,,,,,,,
67,20160121,104100,0.10000000000002274,,,,,,,
68,20160121,104200,0.2999999999999545,,,,,,,
69,20160121,104300,-0.39999999999997726,,,,,,,
70,20160121,104400,0.0,,,,,,,
71,20160121,104500,0.0,,,,,,,
72,20160121,104600,1.8999999999999773,,,,,,,
