,date_change,time_change,price_change,date_open,time_open,price_open,time_close,date_close,price_close,volume
136,20150929,135200,0.0,,,,,,,
137,20150929,135300,0.0,,,,,,,
138,20150929,135400,0.0,,,,,,,
139,20150929,135500,0.0,,,,,,,
140,20150929,135600,0.0,,,,,,,
141,20150929,135700,0.0,,,,,,,
142,20150929,135800,0.0,,,,,,,
143,20150929,135900,0.0,,,,,,,
144,20150929,140000,0.0,,,,,,,
145,20150929,140100,0.0,,,,,,,
146,20150929,140200,0.0,,,,,,,
147,20150929,140300,0.0,,,,,,,
148,20150929,140400,0.0,,,,,,,
149,20150929,140500,-1.0,,,,,,,
150,20150929,140600,3.0,,,,,,,
151,20150929,140700,0.0,,,,,,,
152,20150929,140800,0.0,,,,,,,
153,20150929,140900,-2.0,,,,,,,
154,20150929,141000,0.0,,,,,,,
155,20150929,141100,2.0,,,,,,,
156,20150929,141200,-2.0,,,,,,,
157,20150929,141300,2.0,,,,,,,
158,20150929,141400,0.0,,,,,,,
159,20150929,141500,-1.0,,,,,,,
160,20150929,141600,0.0,,,,,,,
161,20150929,141700,0.0,,,,,,,
162,20150929,141800,0.0,,,,,,,
163,20150929,141900,0.0,,,,,,,
164,20150929,142000,0.0,,,,,,,
165,20150929,142100,0.0,,,,,,,
166,20150929,142200,0.0,,,,,,,
167,20150929,142300,0.0,,,,,,,
168,20150929,142400,0.0,,,,,,,
169,20150929,142500,0.0,,,,,,,
170,20150929,142600,0.0,,,,,,,
171,20150929,142700,0.0,,,,,,,
172,20150929,142800,0.0,,,,,,,
173,20150929,142900,0.0,,,,,,,
174,20150929,143000,0.0,,,,,,,
175,20150929,143100,-1.0,,,,,,,
176,20150929,143200,0.0,,,,,,,
177,20150929,143300,1.0,,,,,,,
178,20150929,143400,0.0,,,,,,,
179,20150929,143500,0.0,,,,,,,
180,20150929,143600,1.0,,,,,,,
181,20150929,143700,0.0,,,,,,,
182,20150929,143800,0.0,,,,,,,
183,20150929,143900,-2.0,,,,,,,
184,20150929,144000,2.0,,,,,,,
185,20150929,144100,-4.0,,,,,,,
186,20150929,144200,2.0,,,,,,,
187,20150929,144300,-2.0,,,,,,,
188,20150929,144400,0.0,,,,,,,
189,20150929,144500,2.0,,,,,,,
190,20150929,144600,-2.0,,,,,,,
191,20150929,144700,0.0,,,,,,,
192,20150929,144800,0.0,,,,,,,
193,20150929,144900,2.0,,,,,,,
194,20150929,145000,-1.0,,,,,,,
195,20150929,145100,0.0,,,,,,,
196,20150929,145200,0.0,,,,,,,
197,20150929,145300,0.0,,,,,,,
198,20150929,145400,1.0,,,,,,,
199,20150929,145500,0.0,,,,,,,
200,20150929,145600,0.0,,,,,,,
201,20150929,145700,0.0,,,,,,,
202,20150929,145800,0.0,,,,,,,
203,20150929,145900,0.0,,,,,,,
204,20150929,150000,0.0,,,,,,,
205,20150929,150100,0.0,,,,,,,
206,20150929,150200,-1.0,,,,,,,
207,20150929,150300,0.0,,,,,,,
208,20150929,150400,0.0,,,,,,,
209,20150929,150500,0.0,,,,,,,
210,20150929,150600,1.0,,,,,,,
211,20150929,150700,-2.0,,,,,,,
212,20150929,150800,0.0,,,,,,,
213,20150929,150900,2.0,,,,,,,
214,20150929,151000,1.0,,,,,,,
215,20150929,151100,0.0,,,,,,,
216,20150929,151200,0.0,,,,,,,
217,20150929,151300,0.0,,,,,,,
218,20150929,151400,0.0,,,,,,,
219,20150929,151500,0.0,,,,,,,
220,20150929,151600,1.0,,,,,,,
221,20150929,151700,0.0,,,,,,,
222,20150929,151800,0.0,,,,,,,
223,20150929,151900,0.0,,,,,,,
224,20150929,152000,0.0,,,,,,,
225,20150929,152100,0.0,,,,,,,
226,20150929,152200,0.0,,,,,,,
227,20150929,152300,0.0,,,,,,,
228,20150929,152400,0.0,,,,,,,
229,20150929,152500,0.0,,,,,,,
230,20150929,152600,0.0,,,,,,,
231,20150929,152700,0.0,,,,,,,
232,20150929,152800,0.0,,,,,,,
233,20150929,152900,0.0,,,,,,,
234,20150929,153000,0.0,,,,,,,
235,20150929,153100,0.0,,,,,,,
236,20150929,153200,0.0,,,,,,,
237,20150929,153300,0.0,,,,,,,
238,20150929,153400,0.0,,,,,,,
239,20150929,153500,0.0,,,,,,,
240,20150929,153600,-1.0,,,,,,,
241,20150929,153700,1.0,,,,,,,
242,20150929,153800,-1.0,,,,,,,
243,20150929,153900,0.0,,,,,,,
244,20150929,154000,1.0,,,,,,,
245,20150929,154100,-1.0,,,,,,,
246,20150929,154200,1.0,,,,,,,
247,20150929,154300,0.0,,,,,,,
248,20150929,154400,0.0,,,,,,,
249,20150929,154500,-2.0,,,,,,,
250,20150929,154600,0.0,,,,,,,
251,20150929,154700,2.0,,,,,,,
252,20150929,154800,0.0,,,,,,,
253,20150929,154900,0.0,,,,,,,
254,20150929,155000,0.0,,,,,,,
255,20150929,155100,-2.0,,,,,,,
256,20150929,155200,2.0,,,,,,,
257,20150929,155300,-1.0,,,,,,,
258,20150929,155400,0.0,,,,,,,
259,20150929,155500,1.0,,,,,,,
260,20150929,155600,0.0,,,,,,,
261,20150929,155700,-1.0,,,,,,,
262,20150929,155800,0.0,,,,,,,
263,20150929,155900,0.0,,,,,,,
264,20150929,160000,0.0,,,,,,,
265,20150929,160100,1.0,,,,,,,
266,20150929,160200,0.0,,,,,,,
267,20150929,160300,0.0,,,,,,,
268,20150929,160400,0.0,,,,,,,
269,20150929,160500,0.0,,,,,,,
270,20150929,160600,0.0,,,,,,,
271,20150929,160700,0.0,,,,,,,
272,20150929,160800,2.0,,,,,,,
273,20150929,160900,0.0,,,,,,,
274,20150929,161000,0.0,,,,,,,
275,20150929,161100,0.0,,,,,,,
276,20150929,161200,0.0,,,,,,,
277,20150929,161300,0.0,,,,,,,
278,20150929,161400,-1.0,,,,,,,
279,20150929,161500,-1.0,,,,,,,
280,20150929,161600,1.0,,,,,,,
281,20150929,161700,0.0,,,,,,,
282,20150929,161800,0.0,,,,,,,
283,20150929,161900,0.0,,,,,,,
284,20150929,162000,0.0,,,,,,,
285,20150929,162100,0.0,,,,,,,
286,20150929,162200,0.0,,,,,,,
287,20150929,162300,0.0,,,,,,,
288,20150929,162400,0.0,,,,,,,
289,20150929,162500,0.0,,,,,,,
290,20150929,162600,0.0,,,,,,,
291,20150929,162700,-1.0,,,,,,,
292,20150929,162800,0.0,,,,,,,
293,20150929,162900,7.0,,,,,,,
294,20150929,163000,-4.0,,,,,,,
295,20150929,163100,8.0,,,,,,,
296,20150929,163200,2.0,,,,,,,
297,20150929,163300,0.0,,,,,,,
298,20150929,163400,-2.0,,,,,,,
299,20150929,163500,0.0,,,,,,,
300,20150929,163600,-1.0,,,,,,,
301,20150929,163700,1.0,,,,,,,
302,20150929,163800,5.0,,,,,,,
303,20150929,163900,-1.0,,,,,,,
304,20150929,164000,0.0,,,,,,,
305,20150929,164100,-1.0,,,,,,,
306,20150929,164200,1.0,,,,,,,
307,20150929,164300,0.0,,,,,,,
308,20150929,164400,1.0,,,,,,,
309,20150929,164500,-1.0,,,,,,,
310,20150929,164600,-1.0,,,,,,,
311,20150929,164700,0.0,,,,,,,
312,20150929,164800,0.0,,,,,,,
313,20150929,164900,-2.0,,,,,,,
314,20150929,165000,-1.0,,,,,,,
315,20150929,165100,-1.0,,,,,,,
316,20150929,165200,0.0,,,,,,,
317,20150929,165300,-3.0,,,,,,,
318,20150929,165400,0.0,,,,,,,
319,20150929,165500,2.0,,,,,,,
320,20150929,165600,0.0,,,,,,,
321,20150929,165700,-1.0,,,,,,,
322,20150929,165800,2.0,,,,,,,
323,20150929,165900,6.0,,,,,,,
324,20150929,170000,0.0,,,,,,,
325,20150929,170100,2.0,,,,,,,
326,20150929,170200,-1.0,,,,,,,
327,20150929,170300,0.0,,,,,,,
328,20150929,170400,1.0,,,,,,,
329,20150929,170500,0.0,,,,,,,
330,20150929,170600,0.0,,,,,,,
331,20150929,170700,0.0,,,,,,,
332,20150929,170800,0.0,,,,,,,
333,20150929,170900,-2.0,,,,,,,
334,20150929,171000,0.0,,,,,,,
335,20150929,171100,0.0,,,,,,,
336,20150929,171200,1.0,,,,,,,
337,20150929,171300,0.0,,,,,,,
338,20150929,171400,1.0,,,,,,,
339,20150929,171500,0.0,,,,,,,
340,20150929,171600,0.0,,,,,,,
341,20150929,171700,-2.0,,,,,,,
342,20150929,171800,2.0,,,,,,,
343,20150929,171900,0.0,,,,,,,
344,20150929,172000,0.0,,,,,,,
345,20150929,172100,4.0,,,,,,,
346,20150929,172200,1.0,,,,,,,
347,20150929,172300,0.0,,,,,,,
348,20150929,172400,-7.0,,,,,,,
349,20150929,172500,3.0,,,,,,,
350,20150929,172600,-1.0,,,,,,,
351,20150929,172700,1.0,,,,,,,
352,20150929,172800,0.0,,,,,,,
353,20150929,172900,0.0,,,,,,,
354,20150929,173000,0.0,,,,,,,
355,20150929,173100,0.0,,,,,,,
356,20150929,173200,0.0,,,,,,,
357,20150929,173300,0.0,,,,,,,
358,20150929,173400,0.0,,,,,,,
359,20150929,173500,-1.0,,,,,,,
360,20150929,173600,2.0,,,,,,,
361,20150929,173700,-2.0,,,,,,,
362,20150929,173800,1.0,,,,,,,
363,20150929,173900,0.0,,,,,,,
364,20150929,174000,0.0,,,,,,,
365,20150929,174100,0.0,,,,,,,
366,20150929,174200,-4.0,,,,,,,
367,20150929,174300,2.0,,,,,,,
368,20150929,174400,-4.0,,,,,,,
369,20150929,174500,2.0,,,,,,,
370,20150929,174600,-2.0,,,,,,,
371,20150929,174700,0.0,,,,,,,
372,20150929,174800,0.0,,,,,,,
373,20150929,174900,0.0,,,,,,,
374,20150929,175000,-2.0,,,,,,,
375,20150929,175100,-1.0,,,,,,,
376,20150929,175200,-1.0,,,,,,,
377,20150929,175300,0.0,,,,,,,
378,20150929,175400,0.0,,,,,,,
379,20150929,175500,2.0,,,,,,,
380,20150929,175600,2.0,,,,,,,
381,20150929,175700,-2.0,,,,,,,
382,20150929,175800,1.0,,,,,,,
383,20150929,175900,0.0,,,,,,,
384,20150929,180000,2.0,,,,,,,
385,20150929,180100,0.0,,,,,,,
386,20150929,180200,-1.0,,,,,,,
387,20150929,180300,-2.0,,,,,,,
388,20150929,180400,0.0,,,,,,,
389,20150929,180500,0.0,,,,,,,
390,20150929,180600,1.0,,,,,,,
391,20150929,180700,0.0,,,,,,,
392,20150929,180800,0.0,,,,,,,
393,20150929,180900,0.0,,,,,,,
394,20150929,181000,-3.0,,,,,,,
395,20150929,181100,0.0,,,,,,,
396,20150929,181200,0.0,,,,,,,
397,20150929,181300,-1.0,,,,,,,
398,20150929,181400,0.0,,,,,,,
399,20150929,181500,0.0,,,,,,,
400,20150929,181600,-4.0,,,,,,,
401,20150929,181700,3.0,,,,,,,
402,20150929,181800,-4.0,,,,,,,
403,20150929,181900,1.0,,,,,,,
404,20150929,182000,0.0,,,,,,,
405,20150929,182100,0.0,,,,,,,
406,20150929,182200,0.0,,,,,,,
407,20150929,182300,3.0,,,,,,,
408,20150929,182400,1.0,,,,,,,
409,20150929,182500,0.0,,,,,,,
410,20150929,182600,-3.0,,,,,,,
411,20150929,182700,2.0,,,,,,,
412,20150929,182800,3.0,,,,,,,
413,20150929,182900,1.0,,,,,,,
414,20150929,183000,1.0,,,,,,,
415,20150929,183100,-1.0,,,,,,,
416,20150929,183200,0.0,,,,,,,
417,20150929,183300,0.0,,,,,,,
418,20150929,183400,-1.0,,,,,,,
419,20150929,183500,-2.0,,,,,,,
420,20150929,183600,2.0,,,,,,,
421,20150929,183700,0.0,,,,,,,
422,20150929,183800,0.0,,,,,,,
423,20150929,183900,1.0,,,,,,,
424,20150929,184000,2.0,,,,,,,
425,20150929,184900,-2.0,,,,,,,
426,20150929,185000,0.0,,,,,,,
427,20150930,100100,7.0,,,,,,,
428,20150930,100200,0.0,,,,,,,
429,20150930,100300,0.0,,,,,,,
430,20150930,100400,0.0,,,,,,,
431,20150930,100500,1.0,,,,,,,
432,20150930,100600,0.0,,,,,,,
433,20150930,100700,0.0,,,,,,,
434,20150930,100800,4.0,,,,,,,
435,20150930,100900,-4.0,,,,,,,
436,20150930,101000,0.0,,,,,,,
437,20150930,101100,4.0,,,,,,,
438,20150930,101200,-3.0,,,,,,,
439,20150930,101300,1.0,,,,,,,
440,20150930,101400,-3.0,,,,,,,
441,20150930,101500,2.0,,,,,,,
442,20150930,101600,-4.0,,,,,,,
443,20150930,101700,2.0,,,,,,,
444,20150930,101800,0.0,,,,,,,
445,20150930,101900,1.0,,,,,,,
446,20150930,102000,2.0,,,,,,,
447,20150930,102100,0.0,,,,,,,
448,20150930,102200,0.0,,,,,,,
449,20150930,102300,0.0,,,,,,,
450,20150930,102400,0.0,,,,,,,
451,20150930,102500,0.0,,,,,,,
452,20150930,102600,-2.0,,,,,,,
453,20150930,102700,0.0,,,,,,,
454,20150930,102800,1.0,,,,,,,
455,20150930,102900,3.0,,,,,,,
456,20150930,103000,0.0,,,,,,,
457,20150930,103100,0.0,,,,,,,
458,20150930,103200,3.0,,,,,,,
459,20150930,103300,1.0,,,,,,,
460,20150930,103400,0.0,,,,,,,
461,20150930,103500,-1.0,,,,,,,
462,20150930,103600,0.0,,,,,,,
463,20150930,103700,0.0,,,,,,,
464,20150930,103800,-1.0,,,,,,,
465,20150930,103900,1.0,,,,,,,
466,20150930,104000,0.0,,,,,,,
467,20150930,104100,-1.0,,,,,,,
468,20150930,104200,0.0,,,,,,,
469,20150930,104300,0.0,,,,,,,
470,20150930,104400,-1.0,,,,,,,
471,20150930,104500,0.0,,,,,,,
472,20150930,104600,0.0,,,,,,,
473,20150930,104700,0.0,,,,,,,
474,20150930,104800,0.0,,,,,,,
475,20150930,104900,0.0,,,,,,,
476,20150930,105000,1.0,,,,,,,
477,20150930,105100,0.0,,,,,,,
478,20150930,105200,1.0,,,,,,,
479,20150930,105300,0.0,,,,,,,
480,20150930,105400,-1.0,,,,,,,
481,20150930,105500,0.0,,,,,,,
482,20150930,105600,0.0,,,,,,,
483,20150930,105700,0.0,,,,,,,
484,20150930,105800,1.0,,,,,,,
485,20150930,105900,-1.0,,,,,,,
486,20150930,110000,0.0,,,,,,,
487,20150930,110100,2.0,,,,,,,
488,20150930,110200,0.0,,,,,,,
489,20150930,110300,0.0,,,,,,,
490,20150930,110400,-1.0,,,,,,,
491,20150930,110500,4.0,,,,,,,
492,20150930,110600,-2.0,,,,,,,
493,20150930,110700,0.0,,,,,,,
494,20150930,110800,-1.0,,,,,,,
495,20150930,110900,0.0,,,,,,,
496,20150930,111000,1.0,,,,,,,
497,20150930,111100,0.0,,,,,,,
498,20150930,111200,0.0,,,,,,,
499,20150930,111300,1.0,,,,,,,
500,20150930,111400,1.0,,,,,,,
501,20150930,111500,0.0,,,,,,,
502,20150930,111600,0.0,,,,,,,
503,20150930,111700,0.0,,,,,,,
504,20150930,111800,1.0,,,,,,,
505,20150930,111900,0.0,,,,,,,
506,20150930,112000,0.0,,,,,,,
507,20150930,112100,0.0,,,,,,,
508,20150930,112200,-3.0,,,,,,,
509,20150930,112300,2.0,,,,,,,
510,20150930,112400,1.0,,,,,,,
511,20150930,112500,0.0,,,,,,,
512,20150930,112600,0.0,,,,,,,
513,20150930,112700,-2.0,,,,,,,
514,20150930,112800,-2.0,,,,,,,
515,20150930,112900,1.0,,,,,,,
516,20150930,113000,0.0,,,,,,,
517,20150930,113100,-1.0,,,,,,,
518,20150930,113200,-1.0,,,,,,,
519,20150930,113300,0.0,,,,,,,
520,20150930,113400,0.0,,,,,,,
521,20150930,113500,0.0,,,,,,,
522,20150930,113600,1.0,,,,,,,
523,20150930,113700,0.0,,,,,,,
524,20150930,113800,0.0,,,,,,,
525,20150930,113900,4.0,,,,,,,
526,20150930,114000,-3.0,,,,,,,
527,20150930,114100,0.0,,,,,,,
528,20150930,114200,2.0,,,,,,,
529,20150930,114300,0.0,,,,,,,
530,20150930,114400,0.0,,,,,,,
531,20150930,114500,-1.0,,,,,,,
532,20150930,114600,-1.0,,,,,,,
533,20150930,114700,0.0,,,,,,,
534,20150930,114800,0.0,,,,,,,
535,20150930,114900,0.0,,,,,,,
536,20150930,115000,3.0,,,,,,,
537,20150930,115100,-1.0,,,,,,,
538,20150930,115200,0.0,,,,,,,
539,20150930,115300,0.0,,,,,,,
540,20150930,115400,-1.0,,,,,,,
541,20150930,115500,3.0,,,,,,,
542,20150930,115600,0.0,,,,,,,
543,20150930,115700,1.0,,,,,,,
544,20150930,115800,3.0,,,,,,,
545,20150930,115900,0.0,,,,,,,
546,20150930,120000,1.0,,,,,,,
547,20150930,120100,-5.0,,,,,,,
548,20150930,120200,0.0,,,,,,,
549,20150930,120300,0.0,,,,,,,
550,20150930,120400,1.0,,,,,,,
551,20150930,120500,-1.0,,,,,,,
552,20150930,120600,0.0,,,,,,,
553,20150930,120700,0.0,,,,,,,
554,20150930,120800,0.0,,,,,,,
555,20150930,120900,-1.0,,,,,,,
556,20150930,121000,0.0,,,,,,,
557,20150930,121100,1.0,,,,,,,
558,20150930,121200,0.0,,,,,,,
559,20150930,121300,0.0,,,,,,,
560,20150930,121400,0.0,,,,,,,
561,20150930,121500,1.0,,,,,,,
562,20150930,121600,0.0,,,,,,,
563,20150930,121700,0.0,,,,,,,
564,20150930,121800,0.0,,,,,,,
565,20150930,121900,-2.0,,,,,,,
566,20150930,122000,0.0,,,,,,,
567,20150930,122100,3.0,,,,,,,
568,20150930,122200,0.0,,,,,,,
569,20150930,122300,0.0,,,,,,,
570,20150930,122400,2.0,,,,,,,
571,20150930,122500,-1.0,,,,,,,
572,20150930,122600,0.0,,,,,,,
573,20150930,122700,0.0,,,,,,,
574,20150930,122800,0.0,,,,,,,
575,20150930,122900,0.0,,,,,,,
576,20150930,123000,0.0,,,,,,,
577,20150930,123100,-2.0,,,,,,,
578,20150930,123200,2.0,,,,,,,
579,20150930,123300,0.0,,,,,,,
580,20150930,123400,0.0,,,,,,,
581,20150930,123500,0.0,,,,,,,
582,20150930,123600,0.0,,,,,,,
583,20150930,123700,0.0,,,,,,,
584,20150930,123800,-1.0,,,,,,,
585,20150930,123900,1.0,,,,,,,
586,20150930,124000,1.0,,,,,,,
587,20150930,124100,-1.0,,,,,,,
588,20150930,124200,1.0,,,,,,,
589,20150930,124300,0.0,,,,,,,
590,20150930,124400,-1.0,,,,,,,
591,20150930,124500,1.0,,,,,,,
592,20150930,124600,0.0,,,,,,,
593,20150930,124700,-1.0,,,,,,,
594,20150930,124800,1.0,,,,,,,
595,20150930,124900,-1.0,,,,,,,
596,20150930,125000,0.0,,,,,,,
597,20150930,125100,0.0,,,,,,,
598,20150930,125200,0.0,,,,,,,
599,20150930,125300,0.0,,,,,,,
600,20150930,125400,0.0,,,,,,,
601,20150930,125500,0.0,,,,,,,
602,20150930,125600,-2.0,,,,,,,
603,20150930,125700,0.0,,,,,,,
604,20150930,125800,2.0,,,,,,,
605,20150930,125900,-1.0,,,,,,,
606,20150930,130000,0.0,,,,,,,
607,20150930,130100,1.0,,,,,,,
608,20150930,130200,0.0,,,,,,,
609,20150930,130300,-4.0,,,,,,,
610,20150930,130400,0.0,,,,,,,
611,20150930,130500,2.0,,,,,,,
612,20150930,130600,0.0,,,,,,,
613,20150930,130700,0.0,,,,,,,
614,20150930,130800,-2.0,,,,,,,
615,20150930,130900,1.0,,,,,,,
616,20150930,131000,0.0,,,,,,,
617,20150930,131100,1.0,,,,,,,
618,20150930,131200,0.0,,,,,,,
619,20150930,131300,0.0,,,,,,,
620,20150930,131400,0.0,,,,,,,
621,20150930,131500,0.0,,,,,,,
622,20150930,131600,0.0,,,,,,,
623,20150930,131700,0.0,,,,,,,
624,20150930,131800,0.0,,,,,,,
625,20150930,131900,0.0,,,,,,,
626,20150930,132000,1.0,,,,,,,
627,20150930,132100,-3.0,,,,,,,
628,20150930,132200,3.0,,,,,,,
629,20150930,132300,0.0,,,,,,,
630,20150930,132400,0.0,,,,,,,
631,20150930,132500,0.0,,,,,,,
632,20150930,132600,0.0,,,,,,,
633,20150930,132700,-1.0,,,,,,,
634,20150930,132800,0.0,,,,,,,
635,20150930,132900,0.0,,,,,,,
636,20150930,133000,0.0,,,,,,,
637,20150930,133100,0.0,,,,,,,
638,20150930,133200,1.0,,,,,,,
639,20150930,133300,0.0,,,,,,,
640,20150930,133400,0.0,,,,,,,
641,20150930,133500,-2.0,,,,,,,
642,20150930,133600,0.0,,,,,,,
643,20150930,133700,0.0,,,,,,,
644,20150930,133800,1.0,,,,,,,
645,20150930,133900,0.0,,,,,,,
646,20150930,134000,0.0,,,,,,,
647,20150930,134100,0.0,,,,,,,
648,20150930,134200,0.0,,,,,,,
649,20150930,134300,-2.0,,,,,,,
650,20150930,134400,0.0,,,,,,,
651,20150930,134500,1.0,,,,,,,
652,20150930,134600,-1.0,,,,,,,
653,20150930,134700,0.0,,,,,,,
654,20150930,134800,2.0,,,,,,,
655,20150930,134900,-1.0,,,,,,,
656,20150930,135000,0.0,,,,,,,
657,20150930,135100,0.0,,,,,,,
658,20150930,135200,0.0,,,,,,,
659,20150930,135300,0.0,,,,,,,
660,20150930,135400,0.0,,,,,,,
661,20150930,135500,0.0,,,,,,,
662,20150930,135600,0.0,,,,,,,
663,20150930,135700,1.0,,,,,,,
664,20150930,135800,0.0,,,,,,,
665,20150930,135900,-1.0,,,,,,,
666,20150930,140000,1.0,,,,,,,
667,20150930,140100,0.0,,,,,,,
668,20150930,140200,0.0,,,,,,,
669,20150930,140300,0.0,,,,,,,
670,20150930,140400,0.0,,,,,,,
671,20150930,140500,0.0,,,,,,,
672,20150930,140600,0.0,,,,,,,
673,20150930,140700,-2.0,,,,,,,
674,20150930,140800,0.0,,,,,,,
675,20150930,140900,2.0,,,,,,,
676,20150930,141000,0.0,,,,,,,
677,20150930,141100,0.0,,,,,,,
678,20150930,141200,-1.0,,,,,,,
679,20150930,141300,0.0,,,,,,,
680,20150930,141400,0.0,,,,,,,
681,20150930,141500,0.0,,,,,,,
682,20150930,141600,0.0,,,,,,,
683,20150930,141700,0.0,,,,,,,
684,20150930,141800,1.0,,,,,,,
685,20150930,141900,0.0,,,,,,,
686,20150930,142000,0.0,,,,,,,
687,20150930,142100,0.0,,,,,,,
